speaker,party,year,night,timestamp,text,word_count,source_file,source
Stephen Curry,Democratic,2024,4,,"What's up everybody? Stephen Curry here. I play for the Golden State Warriors. And man, what a great honor was represent Team USA and go out there and win that gold medal at the Olympics this summer. And that unity on and off the court reminded us all that together, we can do all things and continue to inspire the world. That's why I believe that Kamala as president, could bring that unity back and continue to move our country forward. This is about preserving hope and belief in our country, making sure families can be taken care of during the most precious times. I got to visit Kamala with my team in the White House last year. And I can tell you one thing, I knew then, and I definitely know now, the Oval Office, it suits her well. So in the words of Michelle Obama, do something. Go vote. Be active. Let's show out in November like never before. It's been an honor for me to represent our country. It's an honor to support Kamala. So let's all do our part. God bless.",185,stephen_curry_cnn_dnc_2024_night_4.txt,CNN
Steve Kerr,Democratic,2024,1,,"Thank you. Thank you so much. Thank you. It is so fun to be back here in the United Center. And as you guys know, a lot of good stuff has happened in this building, especially in the '90s. You young people Google Michael Jordan, and you can read all about it. Okay? So, there was an amazing vibe in this building back in those days, and I feel that same winning spirit here tonight. So, the last time I was in a packed basketball arena was in Paris, France. Nine days ago, some of the best players on Earth, twelve incredible American men came together to win Olympic Gold. And the next night, I was back in that same building, watching twelve more of the best players on Earth, our incredible American women do the same thing. And I cannot think of a better metaphor for what this country is all about than the way Team USA came together at the Olympics. We had players from across our wonderful country, players who have trained and fought relentlessly, shed tears trying to beat one another throughout their careers, joining forces to wear the Red, White and Blue. And, when we won, the American flag raised to the rafters, the national anthem playing, gold medals draped around the necks of our players whose hands were held over their hearts, it was the proudest moment of my life. Thank you. Thank you. Now, I could never have imagined that, a few days later, I would receive an invitation to step into a different kind of arena. And so here I am. I know, I know very well that speaking out about politics these days comes with risks. I can see the ""Shut up and whistle"" tweets being fired off as we speak. But I also knew as soon as I was asked that it was too important as an American citizen not to speak up in an election of this magnitude. The reason I said yes to speaking here tonight is that, as a coach and former player, as a husband, a son, a father, even a grandfather, and as an American, I believe in a certain kind of leadership. I believe that leaders must display dignity. I believe that leaders must tell the truth. I believe that leaders should be able to laugh at themselves. I believe leaders must care for and love the people they are leading. I believe leaders must possess knowledge and expertise, but with the full awareness that none of us has all the answers. And, in fact, some of the best answers often come from members of the team. And if you look for those qualities in your friends, or your boss, or an employee, or your child's teacher, or your mayor, then shouldn't you want those same qualities in your president? And when you think about it that way, this is no contest. With Kamala Harris and Tim Walz, I see all those qualities. They have devoted their lives to serving other people, whether Vice President Harris was defending her community in the courtroom or Governor Walz was inspiring the next generation in the classroom, or on the field, for that matter. And, by the way, coach to coach, that guy's awesome. Although I have to say, Coach Walz, way too much reliance on the blitz in '99 against Mankato East. You had a strong defensive line. I would have played more press coverage with your corners and then dropped the safeties into a Tampa 2. That's just me. Sorry. I wanted you to know how I feel every day of the NBA season. All right? But, listen, the joy, the compassion, the commitment to our country that we saw at the Olympics, that is what Kamala Harris and Tim Walz have. And it is what our country needs, leadership, real leadership, not the kind that seeks to divide us, but the kind that recognizes and celebrates our common purpose. Think about what our team achieved with 12 Americans in Paris, putting aside rivalries to represent our country. Now imagine what we could do with all 330 million of us playing on the same team -- -- not as Democrats, not as Republicans, not as Libertarians, but as Americans -- -- who know the greatness of this nation doesn't come from any one of us, but from each of us doing our part to build a more perfect union. That vision is what this campaign is all about. It's why I'm here tonight. And it's why I will be getting out every day to help people get out and vote on November 5 and elect Kamala Harris and Tim Walz as the next president and vice president of the United States. And after the results are tallied that night, we can, in the words of the great Steph Curry, we can tell Donald Trump, night-night. Thank you. DONALD TRUMP,",824,steve_kerr_cnn_dnc_2024_night_1.txt,CNN
Stevie Wonder,Democratic,2024,3,,"I love you. I just want to say, I love you. I love you. Every song that I have sang, every song I have written is because of my love for you right here. But, this year -- this year, I have prayed very hard for peace to come to our world's nations, but also to each one of our hearts. Even though our hearts have been beaten and broken, beyond prayer, I know the importance of actions and now is the time to understand where we are and what it will take to win. Win the broken hearts. Win the disenchanted. Win the angry spirits. Now is the time. This is the moment to remember when you tell your children where you were and what you did. As we stand between history's pain and tomorrow's promises, we must choose courage over complacency. It is time to get up and go broke. Listen, the choice is clear -- clearer than anyone else is saying. Do you hear me? Clear than anyone else is saying. Do you feel me? We need to choose joy over anger, kindness over recrimination, and peace over war every time. We must choose to be above the ugly words, the hateful anger, and the division those words and anger create. We must keep on keeping on until we truly are a united people of this United States. And then -- and then, we will reach our higher ground. Are you all ready? Are you all ready to reach your higher ground? Are you ready to reach a higher, higher, higher ground? Tell me. I want to hear you again. Are you ready? Are we ready because you know we need Kamala Harris. Yes we do. And we need a great man as we do have as our future vice president. You know that. So, you know what? I am depending on you to do as I believe we would say, the right thing. Are you all already? Are you ready? Mousy , are you ready? Kansas , are you ready? Clap your hands everybody. Clap your hands like this. Everybody, clap your hands. Clap, clap, clap. Now, somebody scream. Here we go.",366,stevie_wonder_cnn_dnc_2024_night_3.txt,CNN
Chris Swanson,Democratic,2024,4,,"On January 6th, the opposite occurred. That day was paved with division, deceit, and denigration. Police officers were attacked that day. It could have been stopped. We need a leader who will embody what's affixed to all three sides of my sheriff patrol cars. Protect, Serve, and Unify. Kamala Harris is that leader. As a prosecutor, Kamala Harris protected us by putting violent criminals and sex offenders behind bars. If I was in a courtroom, she's exactly the tough prosecutor that I'd want to see. As vice president, she served America by keeping us safer. And I can testify firsthand, where I come from, crime is down and police funding is up. As president, Kamala Harris will unify our country. She will bring us together, because our country needs a leader who will go toe- to-toe with drug cartels and bullies. One who has already taken the oath, raised her right hand to advocate for the people. I can tell you, in 2020, we were able to turn a protest into a peaceful movement by walking together. One city, one community, and one country. America, let's walk. Let's walk. Let's walk together and let's elect Kamala Harris, and turn hate into hope yet again. Thank you. REP. LUCY MCBATH,",209,swanson_cnn_dnc_2024_night_4.txt,CNN
Tammy Duckworth,Democratic,2024,2,,"Hello, Chicago! You know... You know, I went to war to protect America's rights and freedoms. So I take it personally when a five-time draft-dodging coward like Donald Trump tries to take away... ... tries to take away my rights and freedoms in return, especially when it concerns my daughters. My girls, gamer girl Abigail and queen of the monkey bars, Maile, are everything to me. But they would never have been born without access to reproductive care. Because, after 10 years of struggling with infertility, I was only able to have them through the miracle of IVF. But now Trump's anti-woman crusade has put other Americans' right to have their own families at risk. Because, if they win, Republicans will not stop at banning abortion. They will come for IVF next. They'll prosecute doctors. And they will shame and spy on women. And if you think that's far-fetched, just look up what happened in Alabama last year. So let me say to every would-be parent, I see you, I'm with you. And together in November, we'll send a message to old cadet bones furs. Stay out of our doctor's offices and while you're at it, out of the Oval Office, too. Look, my struggle with infertility was more painful than any wound I earned on the battlefield. So how dare a convicted felon like Donald Trump treat women seeking health care like they're the ones breaking the law? How dare J.D. Vance criticize childless women on cable news, then -- then vote against legislation that would have actually helped Americans to start families. How dare the GOP endangered the dreams of countless veterans whose combat wounds prevent them from having kids without IVF, punishing our heroes for their willingness to serve. It's simple. Every American deserves the right to be called mommy or daddy without being treated like a criminal. Kamala Harris believes that. So let's make some history and elect her in November. God bless America. COLE EMHOFF,",330,tammy_duckworth_cnn_dnc_2024_night_2.txt,CNN
Bennie Thompson,Democratic,2024,3,,"Yes. Thank you. All right, good. BECKY : There you go. Now, Becky . You're married, correct? BECKY : I am. Me and my wife have been together for about eight years. Oh. That's amazing. Very, very cute. BECKY : Thanks. But I have got some bad news for you. BECKY : I hate that. On page 584, Project 2025, calls for the elimination of protections for LGBTQ+ Americans. So, yes, right back to the Stone Age. BECKY : That's terrible. That-- I'm afraid so. BECKY : Right back to the Stone Age. That's terrible. Yes, it is. Thank you, Becky , for being here, and making that wonderful point. All right, next up, we have Nirvana . Nirvana , are you with us? And your people are with us as well? All right, good. Now, Nirvana , I understand that-- NIRVANA : Yes. --you are on insulin to manage your diabetes. Yes? NIRVANA : Yes, and thanks to President Biden, and Vice President Harris, I only pay $35 a month for my insulin. That is great. That is great. But on page 465, Project 2025, calls for millions of people, like yourself, to pay more for prescription drugs like insulin. NIRVANA : Why? Why? Well, I guess maybe to help Big Pharma make more money that they can donate to Republican politicians, I assume. NIRVANA : Yes, that makes sense. Yes, unfortunately, it does make sense. All right, let's talk to Anita . Anita , are you there? Yes. Hello, Anita . ANITA : Hello. And Anita , what do you do for a living? ANITA : I am an OB-GYN, who delivers babies and does surgery. An OB-GYN? She is an OB-GYN that delivers babies. Uh oh. ANITA : Uh oh, yes, it's bad news, isn't it? It sure is. On page 459, Project 2025, resurrects a law from the 1800s called the Comstock Act to ban abortion nationwide, and throw health care providers in jail. ANITA : Oh, my god. That is awful. Yes, it is awful. All right, let's do one more. Is Sharia with us? Sharia , are you there? SHARIA : Hey, Kenan, I'm here. Yes, Sharia . I love it. All right, let's talk to you. I understand that you work for the federal government? SHARIA : Yes, sir, I'm in the United States Department of Education. SHARIA : I'm a proud civil servant, and a proud union president. She works for the Department of Education, and she's a proud civil servant. Well, unfortunately for you, on page 78, Project 2025, calls for President Trump to purge the civil service of everyone, who isn't a MAGA loyalist. Are you a MAGA loyalist? SHARIA : No, Kenan, absolutely not. Hey, I'm just, I'm just asking. I mean, you might as well be, because also, page 319 calls for the complete elimination of the Department of Education. Yes, there's a -- there's a bunch of stuff in here. But that's all we have time for at the moment. Just remember, everything that we just talked about is very real. It is in this book. You can read it online at kamalaharris.com/project- 2025. And most importantly, you can stop it, from ever happening, by electing Kamala Harris as the next President of the United States.",549,thompson_cnn_dnc_2024_night_3.txt,CNN
Tim Walz,Democratic,2024,3,,"Thank you. Thank you. Wow. Well, thank you. Thank you. First of all, to Vice President Harris, thanks for putting your trust in me and for inviting me to be part of this incredible campaign. And a thank you to President Joe Biden. For four years of strong, historic leadership. It's the honor of my life to accept your nomination for Vice President of the United States. We're all here tonight for one beautiful, simple reason. We love this country. So, thank you to all of you here in Chicago and all of you watching at home tonight. Thank you for your passion. Thank you for your determination. And most of all, thank you for bringing the joy to this fight. Now, I grew up up in Butte, Nebraska, a town of 400 people. I had 24 kids in my high school class. and none of them went to Yale. But I'll tell you what. Growing up in a small town like that, you learn how to take care of each other. That family down the road, they may not think like you do, they may not pray like you do. They may not love like you do. But they're your neighbors -- -- and you look out for them and they look out for you. Everybody belongs and everybody has a responsibility to contribute. For me, it was serving in the Army National Guard. I joined up two days after my 17th birthday and I proudly wore our nation's uniform for 24 years. My dad, a Korean War era Army veteran, died of lung cancer a couple years later. He left behind a mountain of medical debt. Thank God for Social Security Survivor benefits. And thank God for the GI Bill that allowed my dad and me to go to college and millions of other Americans. Eventually, like the rest of my family, I fell in love with teaching. Three out of four of us married teachers. I wound up teaching social studies and coaching football at Mankato West High School. Go Scarlets! We ran 44 defense. We played through to the whistle on every single play and we even won a state championship. Never close the yearbook, people. But it was those players and my students who inspired me to run for Congress. They saw in me what I had hoped to instill in them. A commitment to the common good, an understanding that we're all in this together. And the belief that a single person can make a real difference for their neighbors. So, there I was, a 40-something high school teacher, with little kids, zero political experience and no money, running in a deep red district. But you know what? Never underestimate a public school teacher. Never. I represented my neighbors in Congress for 12 years, and I learned an awful lot. I learned how to work across the aisle on issues like growing the rural economies and taking care of veterans. And I learned how to compromise without compromising my values. Then I came back to serve as governor and we got right to work, making a difference in our neighbors' lives. We cut taxes for the middle-class. We passed paid family and medical leave. We invested in fighting crime and affordable housing. We cut the cost of prescription drugs and helped people escape the kind of medical debt that nearly sank my family. And we made sure that every kid in our state gets breakfast and lunch every day. So, while other states were banning books from their schools, we were banishing hunger from ours. We also protected reproductive freedom, because in Minnesota, we respect our neighbors and the personal choices they make. And even if we wouldn't make those same choices for ourselves, we've got a golden rule. Mind your own damn business. And that includes IVF and fertility treatments. And this is personal for Gwen and I. If you've never experienced the hell that is infertility, I guarantee you, you know somebody who has. And I can remember praying each night for a phone call. The pit in your stomach when the phone had rang, and the absolute agony when we heard the treatments hadn't worked. It took Gwen and I years, but we had access to fertility treatments. And when our daughter was born, we named her Hope. Hope, Gus, and Gwen, you are my entire world, and I love you. I'm letting you in on how we started a family, because this is a big part about what this election is about, freedom. When Republicans use the word freedom, they mean that the government should be free to invade your doctor's office. Corporations free to pollute your air and water. And banks free to take advantage of customers. But when we, Democrats, talk about freedom, we mean the freedom to make a better life for yourself and the people that you love. Freedom to make your own healthcare decisions. And yeah, your kids' freedom to go to school without worrying about being shot dead in the hall. Look, I know guns. I'm a veteran. I'm a hunter, and I was a better shot than most Republicans in Congress, and I got the trophies to prove it. But I'm also a dad. I believe in the Second Amendment, but I also believe our first responsibility is to keep our kids safe. That's what this is all about, the responsibility we have to our kids, to each other and to the future that we're building together in which everyone is free to build the kind of life they want. But not everyone has that same sense of responsibility. Some folks just don't understand what it takes to be a good neighbor. Take Donald Trump and JD Vance. Their Project 2025 will make things much, much harder for people who are just trying to live their lives. They spent a lot of time pretending they know nothing about this. But, look, I coached high school football long enough to know, and trust me on this. When somebody takes the time to draw up a playbook, they're going to use it. And we know if these guys get back in the White House, they'll start jacking up the costs on the middle class. They'll repeal the Affordable Care Act. They'll gut Social Security and Medicare And they will ban abortion across this country, with or without Congress. Here is the thing. It's an agenda nobody asked for. It's an agenda that serves nobody except the richest and the most extreme amongst us. And it's an agenda that does nothing for our neighbors in need. Is it weird? Absolutely. Absolutely. But it's also wrong and it's dangerous. It's not just me saying so. It's Trump's own people. They were with him for four years. They're warning us that the next four years will be much, much worse. You know, when I was teaching every year, we'd elect a student body president, and you know what? Those teenagers could teach Donald Trump a hell of a lot about what a leader is. Leaders don't spend all day insulting people and blaming others. Leaders do the work. So, I don't know about you. I'm ready to turn the page on these guys. So, go ahead. Say it with me, ""we're not going back."" We've got something better to offer the American people. It starts with our candidate, Kamala Harris. From her first day as a prosecutor, as a district attorney, as an attorney general, as a United States Senator and then our Vice President, she has fought on the side of the American people. She has taken on the predators and fraudsters. She has taken down the transnational gangs, and she stood up to powerful corporate interests. She has never hesitated to reach across that aisle if it meant improving your lives, and she has always done it with energy, with passion and with joy. Folks, we've got a chance to make Kamala Harris the next President of the United States. But I think we owe it to the American people to tell them exactly what she'd do as President before we ask them for their votes. So here, this is the part, clip and save it and send it to your undecided relatives so they know. If you're a middle class family or a family trying to get into the middle class, Kamala Harris is going to cut your taxes. If you're getting squeezed by prescription drug prices, Kamala Harris is going to take on big pharma. If you're hoping to buy a home, Kamala Harris is going to help make it more affordable. And no matter who you are, Kamala Harris is going to stand up and fight for your freedom to live the life that you want to lead. Because that's what we want for ourselves and it's what we want for our neighbors. You know, you might not know it, but I haven't given a lot of big speeches like this. But I have given a lot of pep talks. So let me finish with this, team. It's the fourth quarter. We're down a field goal, but we're on offense and we've got the ball. We're driving down the field. And boy, do we have the right team. Kamala Harris is tough. Kamala Harris is experienced and Kamala Harris is ready. Our job, our job, our job, our job for everyone watching is to get in the trenches and do the blocking and tackling. One inch at a time. One yard at a time. One phone call at a time. One door knock at a time. One $5 donation at a time. Look, we got 76 days. That's nothing. There'll be time to sleep when you're dead. We're going to leave it on the field. That's how we'll keep moving forward. That's how we'll turn the page on Donald Trump. That's how we'll build a country where workers come first. Healthcare and housing are human rights. And the government stays the hell out of your bedroom. That's how we make America a place where no child is left hungry, where no community is left behind, where nobody gets told they don't belong. That's how we're going to fight. And as the next president of the United States always says, when we fight -- When we fight -- When we fight -- Thank you. God bless.",1742,tim_walz_cnn_dnc_2024_night_3.txt,CNN
Tony Goldwyn,Democratic,2024,1,,"Hello, Chicago. And hello to everyone tuning in from all across America. Welcome to the first night of the Democratic National Convention. Now, how is that for an opening act? I'm just saying. Now, as our vice president just said, over the next four days, we will be bringing folks together from all around the country, people from every walk of life to talk about this nation we love and about a candidate who has devoted her life to public service, who never shies away from a righteous fight, and who always stands up for the people. We are going to talk about the choice America faces in this election. It's a choice not just between two very different candidates, but between two very different futures. We will hear from everyday Americans about what is truly at stake in this campaign. The future of our middle class, the future of reproductive rights, the future of our climate, our security, our schools, the future of our freedom. The future of our very democracy. We will see the vision of our nominee. It is a vision of stability, security and opportunity for everyday Americans, where we continue to grow this economy by growing the middle class and where the safety of our children, our families, and our communities are a fundamental civil right. It is a future where instead of scoffing at allies and fawning over dictators, our president stands up for our friends, faces down our adversaries, and American democracy remains a beacon of hope and inspires the world to take on our biggest challenges together. We'll learn the story of a leader who has dedicated her life to making, doing the work of making good on the promise of America. A leader who understands the middle class because she grew up in the middle class. A leader who has taken on powerful interests at every step of her career and fought for the rights and freedoms of all of us. And then, of course, we will hear again from the Democratic nominee herself, the next president of the United States of America, Kamala Harris. Because she has a message for us. It is a message that's joyful, not mean spirited. A message of public service, not self service. A message of optimism and opportunity, not chaos and division. A message that has woken us up to who we are, to who we've always been. Because Americans are not a cynical people. We are not small minded. And whether we realize it right now or not, we are currently already writing a new chapter of the American story. And we can dream as big as we want. So, I just want to ask you, are you excited? Yes? Well, good. Are you ready? Okay. Well, then I challenge you to make this the moment you get off the sidelines and into the game. So, I want you to text JOIN to 30330 and get involved. Because when we fight, what happens? We win. And we are going to win this thing together. And while we're doing it, we are going to have a whole lot of fun. So, let's get started. Good Lord. So Kamala Harris's story begins in a middle-class neighborhood in the East Bay. Yeah. In a modest apartment above a nursery school, in a close-knit community where people looked out for one another, with a mother who instilled in Kamala Harris the core principles that have defined her life in public service. These are the experiences that made her the leader she is today.",596,tony_goldwyn_cnn_dnc_2024_night_1.txt,CNN
Tony West,Democratic,2024,3,,"35 years ago, in my first week at law school, I met a new classmate, Maya Harris. We became best friends, but the way Kamala tells the story, we'd already fallen in love by graduation day. And when Maya and I married, I not only gained a life partner I love, a daughter I adore, and a mother-in-law I revered, someone I affectionately called Mother Harris, I also gained a sister, a sister I cherish, Kamala. Now Maya, Kamala, and I each pursued different legal careers, but we were motivated by the same values, a belief and equal opportunity, a yearning for fairness, a passion for justice. Values Mother Harris taught those two little girls, values that powered Kamala's public service from the very beginning. You know, one of kamala's very first cases in the district attorney's office, it involved a woman, an innocent woman, wrongfully arrested in a police raid. It was a Friday afternoon. And the courthouse was shutting down for the weekend. And look, most prosecutors, they would have gone home and dealt with the matter the following Monday, but not Kamala. You see, my sister- in-law knew that if the judge didn't see this woman that afternoon, she'd spend the entire weekend in jail. And Kamala she wondered. Does this woman work weekends? Would she lose her job? Does she have young kids at home? Who would feed those kids? So Kamala pleaded for the judge to return to the bench and to hear the matter. And the judge agreed, and within minutes, that woman was released back to her family that night. Now, it may seem small, but that's what it means to stand up for justice. That's what it means to stand for the people. And as Kamala says, when you know what you stand for, you know what to fight for. And look, believe me when I tell you, as a sister, a daughter, an auntie and a mother, I seen Kamala fight for her family. As District Attorney, Attorney General, U.S. Senator and Vice President of the United States, I have watched her fight in the halls of power for those who have no voice there. And as President, I know, I know she'll fight for you. She'll fight for all of us, because friends, when Kamala fights, we win. Thank you. God bless you.",393,tony_west_cnn_dnc_2024_night_3.txt,CNN
Tristan Snell,Democratic,2024,4,,"My name is Tristan Snell and I prosecuted Trump University. I interviewed over 100 victims of Trump's fraud -- a retired police sergeant, an Iraq veteran with PTSD, a mother caring for her son with special needs. They trusted Trump. They believed that he would teach them his secrets and make their American Dreams come true. But all they got was credit card debt and a fake diploma. Some lost their life savings. Some lost their homes. Donald Trump ripped off his biggest fans and made $5 million in profit. Kamala Harris fought scammers like him and as president she will continue to fight for you, for us, for the people.",111,tristan_snell_cnn_dnc_2024_night_4.txt,CNN
Usha Vance,Republican,2024,3,,"Good evening. Good evening. When I was asked to introduce my husband, J. D. Vance, to all of you, I was at a loss. What could I say that hasn't already been said before? After all, the man was already the subject of a Ron Howard movie. J. D. has shared much of his life through his own eloquent words. In his book, ""Hillbilly Elegy,"" during his Senate campaign, and now, as a sitting United States senator. It occurred to me that there was only one thing to do, to explain from the heart why I love and admire J. D. and stand here beside him today, and why he will make a great vice president of the United States. I met J. D. in law school when he was fresh out of Ohio State, which he attended with the support of the G.I. Bill. We were friends first, because, I mean, who wouldn't want to be friends with J. D.? He was then, as now, the most interesting person I knew. A working-class guy who had overcome childhood traumas that I could barely fathom to end up at Yale Law School. A tough Marine who had served in Iraq, but whose idea of a good time was playing with puppies and watching the movie ""Babe."" The most determined person I knew with one overriding ambition, to become a husband and a father, and to build the kind of tightknit family that he had longed for as a child. My background is very different from J. D.'s. I grew up in San Diego in a middle-class community -- -- with two loving parents, both immigrants from India, and a wonderful sister. That J. D. and I could meet at all, let alone fall in love and marry, is a testament to this great country. It is also a testament to J. D., and it tells you something about who he is. When J. D. met me, he approached our differences with curiosity and enthusiasm. He wanted to know everything about me, where I came from, what my life had been like. Although, he's a meat and potatoes kind of guy, he adapted to my vegetarian diet and learned to cook food for my mother, Indian food. Before I knew it, he had become an integral part of my family, a person I could not meant -- could not imagine living without. The J. D. I knew then is the same J. D. you see today, except for that beard. And his goals in this new role are the same that he has pursued for our family, to keep people safe, to create opportunities, to build a better life, and to solve problems with an open mind. It's safe to say that neither J. D. nor I expected to find ourselves in this position, but it's hard to imagine a more powerful example of the American dream, a boy from Middletown, Ohio. Raised by his grandmother through tough times, chosen to help lead our country through some of its greatest challenges, I am grateful to all of you for the trust you have placed in him and in our family. And with that, it is my great privilege to introduce my husband and the next Vice President of the United States, J.D. Vance. Thank you, thank you. Please. Wow. Wow. Yeah. First of all, aren't I a lucky guy? Isn't she lovely, and amazing? Greetings, Milwaukee, my fellow Americans and my fellow Republicans, my name is J.D. Vance, from the great state of Ohio. Tonight... O-H-I-O, O-H-I-O. You guys, we've got to chill with the Ohio love. We've got to win Michigan too here. So... My friends, tonight is a night of hope, a celebration of what America once was, and with God's grace, what it will soon be again. And it is a reminder of the sacred duty we have to preserve the American experiment, to choose a new path for our children and grandchildren. But, as we meet tonight, we cannot forget that this evening could have been so much different. Instead of the day of celebration, this could have been a day of heartache and mourning. For the last eight years, President Trump has given everything he has to fight for the people of our country. He didn't need politics, but the country needed him. Now, prior to running for president, he was one of the most successful businessmen in the world. He had everything anyone could ever want in a life. And yet, instead of choosing the easy path, he chose to endure abuse, slander and persecution. And he did it because he loves this country. I want all Americans to go and watch the video of a would-be assassin coming a quarter of an inch from taking his life. Consider the lies they told you about Donald Trump, and then look at that photo of him defiant, fist in the air. When Donald Trump rose to his feet in that Pennsylvania field, all of America stood with him. And what did he call us to do for our country? To fight. To fight for America. Even in his most perilous moment, we were on his mind. His instinct was for us, for our country, to call us to something higher, to something greater, to once again be citizens who ask what our country needs of us. Now consider what they said. They said he was a tyrant. They said he must be stopped at all costs. But how did he respond? He called for national unity, for national calm, literally right after an assassin nearly took his life. He remembered the victims of the terrible attack, especially the brave Corey Comperatore, who gave his life to protect his family. God bless him. And then President Trump flew to Milwaukee and got back to work. Now, that's the man I've gotten to know personally over the last few years. He is tough, and he is. But he cares about people. He can stand defiant against an assassin one moment and call for national healing the next. He is a beloved father and grandfather. And of course, a once in a generation business leader. He's the man who is feared by America's adversaries. But two nights ago -- and I'll share a moment -- said good night to his two boys, told them he loved them, and made sure to give each of them a kiss on the cheek. And I will say Don and Eric squirmed the same way my four year old does when his daddy tries to give him a kiss on the cheek. Sorry, guys, He is all those things. But tonight we celebrate he is our once and future president of the United States of America. Now, I want to respond to his call for unity myself. We have a big tent in this party, on everything from national security to economic policy. But my message to you, my fellow Republicans, is we love this country and we are united to win. Right. Now, I think our disagreements actually make us stronger. That's what I've learned in my time in the United States Senate, where sometimes I persuade my colleagues and sometimes they persuade me. And my message to my fellow Americans, those watching from across the country, is shouldn't we be governed by a party that is unafraid to debate ideas and come to the best solution? That's the Republican Party of the next four years, united in our love for this country and committed to free speech and the open exchange of ideas. And so tonight, Mr. Chairman, I stand here humbled, and I'm overwhelmed with gratitude to say I officially accept your nomination to be Vice President of the United States of America. Thank you. Now never in my wildest imagination could I have believed that I'd be standing here tonight. I grew up in Middletown, Ohio... ... a small town where people spoke their minds, built with their hands, and loved their God, their family, their community, and their country with their whole hearts. But it was also a place that had been cast aside and forgotten by America's ruling class in Washington. When I was in the fourth grade, a career politician by the name of Joe Biden supported NAFTA, a bad trade deal that sent countless good jobs to Mexico. When I was a sophomore in high school, that same career politician named Joe Biden gave China a sweetheart trade deal that destroyed even more good American middle-class manufacturing jobs. When I was a senior in high school, that same Joe Biden supported the disastrous invasion of Iraq. And at each step of the way, in small towns like mine in Ohio or next door in Pennsylvania or Michigan, in states all across our country, jobs were sent overseas and our children were sent to war. And... I agree. And somehow, a real estate developer from New York City by the name of Donald J. Trump was right on all of these issues while Biden was wrong. President Trump knew even then that we needed leaders who would put America first. Now thanks to these policies that Biden and other out-of-touch politicians in Washington gave us, our country was flooded with cheap Chinese goods, with cheap foreign labor, and in the decades to come, deadly Chinese fentanyl. Joe Biden screwed up and my community paid the price. Now I was lucky. Despite the closing factories and the growing addiction in the -- in towns like mine, in my life, I had a guardian angel by my side. She was an old woman who could barely walk but she was tough as nails. I called her ""Mamaw,"" the name we hillbillies gave to our grandmothers. Mamaw raised me as her own -- excuse me, Mamaw raised me as my mother struggled with addiction. And Mamaw was in so many ways a woman of contradictions. She loved the lord, ladies and gentlemen. She was a woman of deep Christian faith. But she also loved the F-word. I'm not kidding. She could make a sailor blush. Now she once told me when she found out that I was spending too much time with a local kid who was known for dealing drugs that if I ever hung out with that kid again, she would run him over with her car. That's true. And she said, J.D., no one will ever find out about it. Now -- now thanks to that Mamaw, things worked out for me. After 9/11 I did what thousands of other young men my age did in that time of soaring patriotism and love of country. I enlisted in the United States Marines. Semper fi to my fellow Marines. Now I left the Marines after four years and went to the Ohio State University. I'm sorry, Michigan. I had to get that in there. Come on, come on, we've had enough political violence, let's... Now after Ohio State I went to Yale Law School where I met my beautiful wife.",1853,usha_chilukuri_vance_cnn_rnc_2024_night_3.txt,CNN
