speaker,party,year,night,timestamp,speech,word_count,source,source_file,replaced_from_rev,replaced_from_cnn,appended_from_missing
Chris Swanson,Democratic,2024,4,02:48:50,"My job is to protect people. All people. In 2020 righteous anger spilled over into the streets of Flint, Michigan. One bad decision from either side, and there would have been bloodshed, but that did not happen. We lay down our riot gear and we embrace the community, and instead of hate we chose hope. On january 6, the opposite occurred. That day was paved with division, Deceit, and denigration. Police were attacked that day. It could have been stopped. We need a leader who will embody what affixes all three sides of my patrol cars, protect, serve, and unified. Kamala Harris is that leader. As a prosecutor, Kamala Harris protected us by putting violent criminals and sex offenders behind bars. If I was in a courtroom, she is exactly the tough prosecutor that I would want to see. As Vice President, she served America by keeping a safer, and I can testify firsthand where I come from, brian is down and police funding is up. As president, Kamala Harris will unify our country. She will bring us together, because our country needs a leader who will go toe to toe with drug cartels and bullies. One who is already taken the oath, raised her right hand to advocate for the people. I can tell you in 2020 we were able to turn a protest into a peaceful movement by walking together. One city, one community, and one country. America, let us walk. Let's walk together and let's Elect Kamala Harris and turn hate into hope yet again. Thank you.",260,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Lucy McBath,Democratic,2024,4,02:53:55,"When I worked for every town for gun safety and moms demand action for gun sense in America, I saw firsthand the power of telling our story. You just heard mine, but there are many more to tell.",38,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Abbey Clements,Democratic,2024,4,02:54:32,"On december 14, 2012 I walked into sandy hook school. I stopped at the office, chatted with my principal, then started my day with my second graders. Suddenly a loud crash like metal folding chairs falling. 154 gun shots blaring. Hiding in the coast, trying to sing with my students, trying to read to them, trying to drown out the sounds, terror, crying, running. I carry that horrific day with me, 20 beautiful first grade children and six of my beautiful colleagues were killed. They should still be here.",89,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Kim Rubio,Democratic,2024,4,02:56:00,"At 10:30 a.m. At robb elementary school in uvalde, the school is recognizing my 10-year-old daughter for all a's. She received the good citizen award and we psoed for photos. She wears a st. Mary's sweathshirt and a smile that lights up the room. 30 minutes later a gunman murdered her. Uvalde is national news. I reach out for the daughter I will never hold again.",66,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Melody McFadden,Democratic,2024,4,02:56:58,"My name -- my niece cindy patrice was 22. She drove to Myrtle Beach for a motorcycle parade. Hours later my phone rang, shooting on the beach. No one can find sandy. I stayed calm. My mother had been shot and killed by an abusive partner. I was calm then too. I got the handling business. I called the relatives, the police, hospitals, and I kept calling, voice steady, heartbeat pulsing. Then I was connected to the co roner. Ten years of waiting, and sandy's murder is still unsolved. I will keep calling, and I will keep fighting.",98,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Edgar Vilchez,Democratic,2024,4,02:58:13,"I was in high school one my classmate got shot. It changed my story. Instead of worrying about taking a test, I started worrying about living to take another test. They say schools are for learning, and I did learn a lot that day. I learned how to run, how to hide and drop, that what happens in the news can happen to me, but I learned something else too. That we can write and must write a new story if we choose to.",84,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Lucy McBath,Democratic,2024,4,02:59:01,"Our storiess of loss, but make no mistake, our losses do not weaken us. They strengthen our resolve. We will secure safer futures that we all deserve. We will organize. We will advocate. We will run for office. And we will join with Americans from small towns and big cities to keep our communities safe. We will Elect Leaders like Kamala Harris. You won't just empathize, but will act.",69,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Gabrielle Giffords,Democratic,2024,4,03:01:25,"Hello, fellow Americans. I was born in the great state of Arizona. I was born with grit. I grew up racing motorcycles, mucking stalls, and exploring the beautiful desert. I fell for an astronaut. For 5 years I served in Congress from a swing district. Everybody going to be a rising star. Then on january 8, 2011 a man tried to assassinate me. He shut 19 people. He killed six. Terrible day, I almost died, but I thought for life and I survived. I learned to walk again one step at a time. I learned to talk again one word at a time. So many people helped me as I worked hard to recover, including a decent man from Delaware who always checks in, and he still does. Thank you, Joe Biden. Thank you for everything. Joe is a great president. My friend Kamala will be a great president. She is tough. She has grade. Kamala can beat the gun lobby, she can fight gun trafficking. Kamala stood up to wall street and the drug company. She will protect abortion access. She will defend our freedoms. She was saying -- save lives. Join me in voting for Kamala Harris. Thank you.",201,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Mark Kelly,Democratic,2024,4,03:10:35,"Hello, Chicago. Hello, Democrats. So President Obama had to follow michelle. I had to follow gabby and pink. Gabby amazes me every single day. She was able to walk out and address you tonight, because she is a fighter. And thanks to a team of doctors, nurses, and especially her speech therapist. We all need a team. I have flown into space four times. I have flown into combat nearly 40 times. Not once did I do that by myself. It took a team to accomplish a mission. It always does. I flew in the navy during the first gulf war. America rallied our allies to kick out a tyrant who invaded a neighbor. The day, Vladimir Putin is testing whether we are still that strong. Iran, North Korea, and especially China watch closely. What is Trump's answer? He invited Russia to do -- and these are his words, not mine -- whatever the hell they want. Vice President Harris has always championed America's support for NATO, Ukraine. And for the ukrainian people. On The Senate Intelligence Committee She investigated Russian interference in our elections. She defends free and fair elections everywhere. You already know how Trump feels about those. Donald Trump skipped his intelligence briefings. He was too busy sucking up to dictators and dreaming of becoming one himself. Trump things that Americans who have made the ultimate sacrifice are suckers and losers. If we fall for that again and make them the commander-in-chief, the only suckers would be us. Kamala Harris knows standing with our allies means standing up for Americans. She will keep modernizing our military to support our troops and to support our veterans like our next Vice President, Tim Walz. The world laughs at Trump literally. But, folks, it is not funny. When he was president, that meant the world was laughing at us. The threats we face are too serious. The sacrifices are service members you make are too sacred. The alliances we have spent decades building are too critical. That is what is at stake now, and the choice -- the choice is not even close. But in Arizona and nationwide this election will be. We will win in the same way we launch rocket ships into space and as we land fighter jets on an airplane carrier, one team and one mission, state-by-state, voter by voter coming together. No country -- no country is better than ours at solving big problems, so on november 5, let us prove that America is still the world leader today by electing the leader we need right now, Kamala Harris. Thank you, everybody. Thank you.",439,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Leon Panetta,Democratic,2024,4,03:16:34,"I've looked into the eyes of our warriors and deployed them into battle. I gave the order directing our Special Operations Forces to fly two helicopters 150 miles into Abbottabad at night. And by the time the sun rose, Osama Bin Laden was dead. Because nobody attacks our country and gets away with it. Nobody. That's what our warriors do. That's what our warriors do. Our warriors need a tough, cool-headed commander-in-chief. To defend our democracy from tyrants and terrorists, we need Kamala Harris behind the Resolute Desk. She knows the tyrant when she sees one and our allies know a leader when they see one. On the Senate Intelligence Committee and as vice president, she worked with more than 150 world leaders. She's looked our allies in the eye and said America has your back. Trump would abandon our allies and isolate America. We tried that in the 1930s. It was foolish and dangerous then, and it's foolish and dangerous now. Listen to President Reagan. President Reagan. Isolationism never was and never will be an acceptable response to tyrannical governments, never. Trump tells tyrants, like Putin, they can do whatever the hell they want. Kamala Harris tells tyrants, the hell you can, not on my watch. She's worked with President Zelensky to fight back against Russia. She knows that protecting their democracy protects our democracy as well. Look, Donald Trump does not understand the world. And he does not understand the service and sacrifice of our military. Our fallen veterans are not suckers. They are not losers. They are our heroes. Kamala Harris will honor our veterans. And in Tim Walz we will have a vice president who has served in uniform honorably for 24 years. Kamala Harris understands this moment. It is a moment of danger and a moment of opportunity. She'll keep America's military the strongest in the world, the strongest ever known. And she understands what our military is for. The role of our military is to defend us from foreign enemies. It is not to threaten Americans and it sure as hell isn't to put immigrants in camps. Every president, every president since World War II, Republican and Democrat, has shared the belief that America must protect democracy in the world. Every president has honored our veterans and their sacrifices. Every president but one. But one. So, we face a critical choice to vote for someone who stands with our military and stands up for democracy, or someone who will disrespect our heroes and undermine our democracy. My fellow Americans, there is only one choice. One choice. And let me tell you something, when she takes her oath of office, as she will this January, -- -- our allies will cheer, our enemies will fear, and we will have a commander-in-chief that we can trust. God bless our veterans and God bless our country.",479,CNN,leon_panetta_cnn_dnc_2024_night_4.txt,0,1,0
Ruben Gallego,Democratic,2024,4,03:23:28,"I am a dad, husband, congressman, and the proudest arizonan you will ever meet, but I am even prouder to be a marine. My mom raised Us alone on his secretary's salary. I slept on the floor. I worked every job I could, meatpacking, construction, delivering pizzas. I made it to harvard with no money and no connection. Other kids were happy because I was at harvard. I was happy because I finally had a mattress. Then I enlisted, fought alongside my brothers with Lima 325 in Iraq. They called Us lucky, but our luck ran out. We saw some of the heaviest combat of the war, and when we got home of the government failed to help Us readjust. We have a duty to care for our patriots who serve our nation. For the Vietnam veterans who rely on for a medication, it to the Afghan federman in Pittsburgh who finally got treatment for his ptsd, for the marine in Milwaukee: a lamp they earned, for my navajo brothers and sisters who served with me in the marines, I remember you too. Kamala Harris and Tim Walz are fighting for them. Kamala Harris has delivered more benefits to more veterans than ever before and has achieved the lowest veteran unemployment rate in history. Vice President Harris has deduct for Us and our families always. Tim Walz served for 24 years. His passion for Veterans Urgent Respect on both sides of the aisle, and he stands with Us too. In fact, let me introduce you to some of many Democrats who understand what service means, because we put country over politics. We were proud to wear the uniform. And we are proud serving our country in city hall, state capitals, The U.s. House, and the Senate. These veterans represent the best of our country. We stand united as veterans, Democrats, and patriots to fight for everyone who served. Politicians like Donald Trump do not stand with Us. They call patriots like Senator McCain losers. John McCain was an American hero. Show some respect. Project 2025 will slash veterans benefits and Force Va Hospital soup close across the nation. Show some respect. So for the 18-year-old who decides to enlist, or the families like mine who pray every night that their loved ones would come home, for our troops stationed thousands of miles away, for my marines of Lima company, let Us Elect Kamala Harris and Tim Walz, who do not just respect our service, but revere it. Because the veterans who defended this country are not just the reason we can sleep at night. They are the reason we can dream. And together, together we will fight for our veterans and everyone who served our country. Thank you.",458,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Gretchen Whitmer,Democratic,2024,4,03:29:25,"I’m Governor Gretchen Whitmer. In Lansing, they call me, “Governor,” but in Detroit they call me, “Big Gretch.” Donald Trump called me, “That woman from Michigan.” As an insult. Being a woman from Michigan is a badge of honor. Like women across America, we just GSD, get stuff done. At 29, I joined the sandwich generation. Sandwiched between working and raising my newborn and caring for my mom, who was dying from brain cancer. It was hard, but not extraordinary. It’s life. Those nights reminded me who I was fighting for. People just trying to make it. Kamala Harris knows who she’s fighting for too. She took care of her mom, who also battled cancer. As president, she’ll fight to lower the cost of healthcare and elder care for every family. She’s lived a life like ours. She knows us. Donald Trump doesn’t know you at all. You think he understands that when your car breaks down, you can’t get to work? No. His first word was probably chauffeur. You think he’s ever had to take items out of the cart before checking out? Hell, you think he’s ever been to a grocery store? That’s what the chauffeur is for. But Kamala Harris, she gets us. She sees us. She is us. Look, we’ve all lived through a lot of history over the few years. Floods and fires, an attempted coup, a plot, and a pandemic. It’s exhausting. We don’t know what the next four years will bring. But what we do know is this, through it all, your life won’t stop. You’re going to have to get to work, pick up the kids and pay your bills. And then one day when you’re just trying to get everyone out the door, a news alert goes off, something happened, something hit the fan. You’ll ask, is my family going to be okay? And then you’ll ask, who the hell is in charge? What if it’s him? What if it’s that man from Mar-a-Lago? I know in a crisis, we need someone strong enough to come up with a plan, to tell the truth and to bring people together. Right now, before the crisis, is when we get to choose. Why wouldn’t we choose the leader who’s tough, tested, and a total badass? I know who I want as our commander-in-chief. America, let’s choose Kamala Harris.",395,REV,gretchen_whitmer_speaks_at_2024_dnc.txt,1,0,0
Eva Longoria,Democratic,2024,4,03:34:25,"Hello, Chicago! Yes. I am so excited to be here tonight. What an honor to be part of this historic moment, and y'all are a part of it. Look, I have known Kamala Harris for more than a decade and she comes from a family a lot like mine, and I'm sure, a lot like yours. We were both raised knowing that no one was going to hand us anything. Especially as women. That we were going to have to touch every wrong of the latter to get ahead. That we were going to have to work really hard. She worked at McDonald's, but I worked at Wendy's. And look at us now. You see, Kamala and I were able to see beyond the horizon because our families supported our big dreams. Guess what, as Americans, we are all a part of one big family. Familia. And as familia, we have to have each other's backs. We have to support each other's dreams because Kamala's success is our success. And she supports us to dream big too. Let me tell you, in the latino community we have a saying. Si se puede. It means yes we can. Tonight, I am here to tell you, yes she can. When someone asks you is she ready to lead this country forward we will say she se pu ede. When someone asks if she's qualified for the job. When somebody asks if she's going to be the first President Of The United States it we are going to say, she se puede. Our voices, our vote, we will decide the selection in the energy tonight is all across the country. People are gathered at watch parties everywhere to celebrate Kamala Harris say hello. Yes. All right. We know how to work, so let's get to work. Let's turn all of this enthusiasm and joy into action between now and november 5. Let's go, si se puede. Se puede!",325,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Adam Kinzinger,Democratic,2024,4,03:37:49,"Good evening. Thank you. I'm Adam kinzinger and I am proud to be in the trenches with you. As part of this sometimes awkward alliance that we have, to defend truth, to defend democracy and decency. I was just a kid when I was drawn to the party of Ronald Reagan, to his vision of a strong America, the shining city on a hill. I was a Republican for 12 years in Congress and I still hold onto the label. I never thought I'd be here, but listen, you never thought you'd see me here, did you. But I've learned something about The Democratic Party and I want to let my fellow Republicans in on the secret. The Democrats are as patriotic as us. They love this country just as much as we do. And they are as eager to defend American values at home and abroad as we conservatives have ever been. I was relieved to discover that because I have learned something about my party as well. Something I could not ignore. The Republican party is no longer conservative. It has switched its allegiance from the principles that gave it purpose, to a man whose only purpose is himself. Donald Trump is a weak man pretending to be strong. He is a small man pretending to be big. He is a faith this man pretending to be righteous. He is a perpetrator who cannot stop playing the victim. He puts on quite a show, but there is no real strength there. As a conservative and a veteran, I believe true strength lies in defending the vulnerable. It's in protecting your family, it's in standing up for our constitution and our democracy. That is the soul of the conservative. It used to be the soul of being a Republican. But Donald Trump has suffocated the soul of the Republican party. His fundamental weakness has coursed through my party like an illness, sapping our strength, softening our spine, whipping us into if either -- fever that has untethered us from our values. Our democracy was frayed by the events of january 6 as Donald Trump's deceit and dishonor lead to a seizure on The United States capital. That day I stood witness to a profound sorrow, the desecration of our sacred tradition, a peaceful transition of power tarnished by a man too fragile, too vain, in two week to accept defeat. How can a party claim to be patriotic if it idolizes a man who tried to overthrow free and fair elections? How can a party claim to stand for liberty if it sees a fight for freedom in Ukraine, an attack of kearny against democracy, a challenge to everything our nation claims to be. And it retreats, it equivocate's, it nominates a man who is weirdly obsessed with Putin. In his running mate who said, ""I don't care what happens in Ukraine."" and he wants to be Vice President. How could he claim to be conservative when it targets what our forefathers fought for? Men like my grandfather who served in world war II. Who believed in a cause bigger than himself and he risked his life for it behind enemy lines. To preserve American democracy, his generation found the courage to face down the armies. Listen, all they have to do is summon the courage to stand up to one a week man. Some have questioned why I have taken the stand I have. The answer is really simple, ladies and gentlemen, we must put country first. And tonight, as a Republican speaking before you, I am putting our country first. Because the fact is, I do belong here. I know Kamala Harris shares my allegiance to the rule of law, the constitution and democracy. And she is dedicated to upholding all three service our country. Whatever policies we disagree on pair -- pale in comparison to the fundamental matters of principle of decency and a fidelity to this nation. Listen, to my fellow Republicans, if you still pledge allegiance to those principles, I suspect you belong here too. Because democracy knows no party. It's a living, breathing ideal that defines us as a nation. It's the bedrock that separates us from kearny, and when that foundation is fractured, we must all stand together, united to strengthen it. If you think those principles are worth defending, then I urge you, make the right choice. Vote for our bedrock values and vote for Kamala Harris. God bless you.",749,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Maya Harris,Democratic,2024,4,03:45:26,"Hello, Chicago. In 1958, a 19-year-old from India left the only country she had ever known to chart her own path in America. She came here to pursue an education, but she stayed here to build a life. Her name was dr. Shamala Harris. But we called her mommy. Mommy was so many things to so many people, a civil rights activist, a scientist, a devoted mother to her two little girls, but most of all, mommy was a trailblazer who defied the odds and defined herself. And when it came to Kamala and me, mommy had great expectations for us but greater expectations of us. She raised us to believe that we could be and do anything. And we believe there. -- we believed her. Mommy understood the power and the possibility that comes with knowing and showing who you truly are she knew we could be the authors of our own stories just as she had been the author of her own. Mommy's journey and the opportunity that she wanted for, and me, that is a distinctly American story. We may all have different histories, different struggles or different perspectives, but what binds us together is the fervent desire to be freed to fulfill our God-given potential. Kamala's entire life has been about fighting for each of us to have that freedom. And like so many Americans, Kamala knows what it's like to be underestimated and be counted out. She knows what it's like to be the underdog and yet still beat the odds and now, she has created so much electricity, so much optimism, so much joy throughout the nation, and it is why we need her leadership in this historic moment. We are living in a time when some are trying to divide us, to separate us in ways that make it difficult for us to come together. Well, look. My sister rejects that view. Where others push darkness, Kamala sees promise. Where others feel detachment, Kamala fosters connection. Where others want to drag us back to the past, my sister says, hold up, now, we are not going back. Because Kamala understands we have so much more in common than what separates us. She knows the measure of our success isn't just a winning an election, it's about who we bring along and lift up in the process. And so, as I look out at all of you today, and take in this incredible moment, I so wish that mommy could be here tonight. I can just see her smiling, saying how proud she is of Kamala. And then, without missing a beat, she would say, that's enough, you've got work to do. She would tell all of us to roll up our sleeves and get to work. To Elect A leader who sees the potential in each of us. A leader who cares for all of us. A leader who will fight for every one of us. Our Democratic nominee, my big sister, the next President Of The United States, Kamala Harris!",508,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
Roy Cooper,Democratic,2024,4,03:50:37,"Hello, America. I'm Roy cooper. The last guy standing between you and the moment we are all waiting for. So I'm going to get right to it. All week you have heard stories about my friend Kamala. I want to take you behind the scenes of one of them. 2011 was a rough time for American homeowners. Hundreds of thousands were losing their homes to illegal foreclosure. I was attorney general in North Carolina while Kamala had just become California's. All of the Ag's were close to settlement with the big banks. And it was a pretty good deal. It would've meant $4 billion for California families who had been ripped off. I know that sounds like a lot, but Kamala said, hang on a minute, I've met these families, I know what they've been through, and they deserve more. She went toe to toe with some of the world's most powerful executives and she refused to give in. Let me tell you, this was a huge risk, but she knew it was a risk worth taking. That's Kamala. And we all know it happened, the banks caved. That 4 billion for California families became 20 billion. That was the first time I witnessed Kamala in action. And what I saw was a leader who does exactly what she says she's going to do. Who never will settle for less. America, we've got a lot of big fights ahead of us. And we've got one hella and we've got one hell of a fighter ready to take them on. I know that because I know her. And tonight, I want the American people to know, even if you don't agree with her on everything, Kamala Harris will fight for you to the very end. For families who need better health care or a safer place to live, Kamala will fight for you. For parents who want better schools for their kids, for workers worried about a secure retirement for themselves, Kamala will fight for you. For any one of our allies anywhere in the world wondering if America still has your back, remember this, Kamala will fight for you. And when she fights, we win! Kamala's ready. Kamala's ready. The question is, are we? Are we going to stand up and fight for Kamala like she will stand up and fight for us? Alright, if you're ready, my home state of North Carolina, stand up. Stand up, Pennsylvania. Stand up, Michigan. Standup, Wisconsin. Stand up, Georgia. Standup, Nevada. Stand up, Arizona. Stand, America. Are we going to stand up? Are we going to fight? Are we gonna vote? Are we gonna win? You bet we are. Let's go get em.",450,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-4/647461,0,0,0
